,版次,日期,Segmented_Content
107,第2版,1946-05-16,边区 邮务 发展 邮务 职工 筹委会 成立 晋冀鲁豫 总 分社 边区 邮务 工作 由于 全体 职工 七年 艰苦 缔造 已具 相当 基础 和平 实现 积极 建设 更益 发展 现 边区 共有 四个 管理局 冀鲁豫 冀南 太岳 太行 等区 各 二十二个 分局 二百 零 一个 县市 局 一百三十 九个 邮站 连 边区 邮务 管理 总局 共 三百六十 七个 单位 全区 邮务 干线 总长度 共 一万三千 零 三十五里 仅 冀鲁豫 一区 干线 共有 七条 长有 二千 零 二十五里 各 干线 上共设 邮站 二十二个 五十五 条 支线 联络 七十二 县 现在 各 干线 工作 效能 超过 过去 一倍 至 三倍 边区 四千七百 余 邮务 职工 组织 起来 致力于 边区 人民 邮务 事业 特 发起 组织 邮务 职工 会 本月 一日 邯郸 成立 职工 筹委 总会 决定 各区 局 分局 成立 筹委会 分会 选派代表 八月 一日 正式 召开 第一次 职工 会 成立 邮务 职工 总会
108,第1版,1946-05-26,中央社 无耻 造谣 诬 派机 袭击 太原 飞机场 延安 十九日 中央社 太原 十八日 妄称 中共 派机 袭击 太原 飞机场 纯属 梦呓 无耻 造谣 太原 飞机场 如 飞机 袭击 除了 国民党 当局 自己 玩 把戏 以外 别无其他 方法 可以 解释 此类 恶毒 谣言 无非 欲 掩盖 国民党 法西斯 派 近旬 不断 利用 美造 飞机 东北 进行 大规模 内战 中原 晋冀鲁豫 晋察冀 热河 晋绥 以至 陕甘宁 解放区 城市 进行 扫射 侦察 挑衅 行为
109,第1版,1946-05-23,埃及 各报 抨击 英埃 订约 延安 十八日 据 路透社 英埃 缔约 谈判 继续 进行 现已 达 起草 条约 阶段 延安 十八日 开罗 埃及 各报 继续 抨击 英埃 缔订 盟约 米 西 报 写道 英国 对 埃及 苏丹 独立 发动 巨大 阴谋 埃及 为了 完全 独立 不是 为了 英 帝国 内 求得 自治领 地位 英国 一定 要 埃及 缔约 损害 埃及 独立 回教 兄弟 协会 杂志 英埃 联盟 只 对 英国 有利 对 埃及 毫无 益处 阿坦姆 报 警告 称 英国 企图 使 埃及 保证 战争 威胁 时 互助 假如 准许 英国 使用 战争 威胁 这 名词 那末 它 军队 撤退 第二天 会 回来 谁 造成 战争 威胁 谁 挑起 战端 当然 英国 所谓 撤兵 只是 骗人 手段 这 骗 不了 经过 六十年 英国 统治 人们 阿勒 巴雷报 谓 英国 对 埃及 建议 几与 一九三六年 英埃 条约 无异 英国 埃及 所谓 让步 由于 它 提出 一大堆 先决条件 等于零
110,第1版,1946-05-22,国民党 破坏 和平 士兵 拒绝 打 内战 马西 努论 中国 局势 延安 十九日 莫斯科 广播 评论员 马西 努论 中国 时局 称 国民党 当局 愿意 和平 中国 内战 各 战线 继续 集中 大批 国民党 军队 上海 联合 日报 驻 北平 记者 获悉 各 战线 国民党 集中 三十五个 集团军 共 约 一百余万 同时 再 加上 各地 改编 伪军 计在 华北 四十五万 山海关 三十五万 国民党 共 调派 一百八十 万 国民党 军 伪军 部队 进攻 解放区 其他 报纸 亦 指出 虽然 早 一月 十日 签订 停战协定 但 国民党 却 九十九个 师向 中共 军 进攻 而且 这些 军队 秘密 调动 没有 通知 北平 执行部 美国 电讯报 对 国民党 拒绝 民主 同盟 所 提出 和平建议 评称 这 显示 国民党 不愿 国内 建立 和平 证明 外国 中国 报纸 纷纷 揭载 国民党 兵士 拒绝 参加 内战 中共 军 投降 事实 而且 每天 增多 美 每周 新闻 杂志 记者 访问 本溪 湖 被俘 国民党 兵士 一致 声明 愿意 进行 惨杀 自己 同胞 战争 骗 参加 内战 其他 区域 被俘 国民党 官兵 渴望 满洲 停止 内战 使 可能 回家 去
111,第2版,1946-05-28,宁武 交城 两地 恢复 林业 采伐 交城 三个 月 收入 达 两千余 万元 兴县 二十一日 停顿 多年 交城 宁武 两地 林业 现已 恢复 采伐 组织 大量 出口 贸易局 交城 山地 分设 木材 药材 采办 处 广泛 组织 群众 采山 贸易局 订立 合同 进行 经常 采伐 大变 工队 五百余 还有 许多 小变 工队 从 一月 至 四月 木材 推销 外地 者 收入 达 两千余 万元 药材 该地 第二 重要 副产 获利 亦 大 宁武 木材 保管 委员会 已于 月 开始 组织 采伐 现有 千余个 劳动力 参加 此项 生产 采取 吸收 公私 资本 组织 有限 股份公司 提倡 劳资 合作 劳动 折股 顶 资本 鼓励 群众 自由 组织 合作社 办法 林木 保管 委员会 正 积极 进行 登记 组织 工作 各山 之前 登 记者 甚 多 防止 滥伐 保护 森林 政府 派 专人 伐 林区 进行 指导 宁武 交城 两地 木材 在战前 当地 人民 重要 生产 经营 木材 采伐 工厂 数十家 所 出 材料 可 供电 杆及 建筑 之用 顺 汾河 水流 运销 晋中 晋南 河南 各地 敌 占 期间 木厂 摧毁 林业 全部 停顿 现在 民主 政府 领导 下 开始 恢复 采伐
112,第2版,1946-05-28,边区 最高 学府 北方大学 开始 上课 平津 汴 沪 地 教授 学生 不断 来校 全校 员生 增至 一千四百 本报 邢台 北方大学 本月 二十一日 开始 上课 现分 五院 附设 班 行政 学院 现有 一百 财经学院 一百四十 教育 学院 二百人 工学院 六十 医学院 二百人 附设 班 二百人 全校 员生现 增至 一千四百 内有 新 从 北平 天津 太原 开封 上海 西安 地来 教授 学生 多人 继续 成立 文学院 理学院 农学院 研究院 后者 专供 学者 专家 作 专门 研究 该校 预科 定为 四个 月 文化 为主 理论 业务 为辅 本科 先 理论 为主 业务 文化 为辅 后以 业务 为主 理论 文化 为辅 时间 按 各院 不同 需要 规定 范文澜 校长 对 全校 讲话 时 指出 边区 需要 什么 人材 北大 训练 什么样 人材 北大 毕业 学生 不仅 要 很 高 文化 程度 而且 要 全心全意 人民 服务 思想 掌握 专门 技术 该校 图书馆 搜集 七千 册书 三千 万元 修筑 校舍 预定 七七 举行 正式 开学典礼 吴象
113,第1版,1946-05-15,发刊词 本报 人民日报 晋冀鲁豫 边区 广大 人民 报纸 出版 晋冀鲁豫 边区 人民 八路军 共产党 驱逐 日寇 挽救 全 中华民族 危亡 八年 过程 曾经 表现 无限 艰苦 英勇 牺牲 精神 粉碎 敌伪 八年 无数次 野蛮 蚕食 进攻 扫荡 坚持 敌后 艰苦 抗战 日寇 投降 以后 肃清 敌伪 制止 内战 争取和平 五个 月 斗争 晋冀鲁豫 人民 八路军 共产党 继续 表现 无限 艰苦 英勇 牺牲 精神 大量 肃清 敌伪 残余 扩大 解放区 领土 严重 打击 侵入 解放区 反动派 内战 挑拨 者 配合 全国 和平 民主 斗争 争取 全国 和平 建设 阶段 开始 到来 晋冀鲁豫 边区 人民 对于 民族 和平 民主 曾经 有过 极大 贡献 本报 出版 在于 发扬 晋冀鲁豫 边区 人民 驱逐 日寇 热爱 民族 热爱 和平 民主 传统 精神 现在 晋冀鲁豫 人民 八路军 共产党 正在 巩固 国内 和平 坚持 政治协商 会 三大 协议 及其 全部 决议 实现 继续 深入 广大群众 反奸 诉苦 复仇 运动 减租减息 运动 深入 生产 练兵 运动 开展 整编 复员 经济 文化 建设 各 方面 工作 然而 感觉 全国 和平 民主 事业 胜利 实现 这一 工程 异常 艰巨 反动派 内战 挑拨 者 正在 酝酿 全国 规模 内战 东北 内战 继续 扩大 包围 新四军 五师 国民党 反动派 军队 正在 企图 围歼 第五 师 晋冀鲁豫 四周 国民党 反动 军队 亦 忙于 调动 积极 进攻 准备 这就是说 内战 正在 威胁 全国 和平 民主 事业 同时 威胁 晋冀鲁豫 边区 和平 民主 建设 工作 本报 出版 它 将要 动员 组织 全 晋冀鲁豫 边区 人民 起来 坚持 政协 决议 全部 实现 坚持 群众性 自卫 斗争 特别 加强 边沿 地区 群众性 自卫战争 领导 组织 准备 随时 击破 反动派 进攻 保卫 晋冀鲁豫 解放区 贯彻 政协 决定 全部 实现 晋冀鲁豫 边区 进一步 巩固 晋冀鲁豫 边区 正在 展开 反奸 诉苦 复仇 运动 减租 运动 这一 运动 还须 进一步 求得 普遍 开展 深入 今天 主要 缺点 不是 什么 左 而是 不够 大胆 放手 而是 少数 蛮干 而是 还有 很多 空白 部分 注意 掌握 对于 中农 及其 必要 政策 生产 运动 有些 区域 深入 还须 及时 检查 求其 深入 保卫 边沿 区 麦收 麦收 耕种 目前 即应 加以 准备 练兵 整编 复员 工作 所有 部队 进行 但 这 工作 必须 自卫 斗争 准备 密切 结合 起来 自然 愿意 内战 坚决 主张 和平 但是 一旦 内战 挑拨 者 逼迫 接受 内战 只有 起来 坚决 自卫 给 反动派 坚决 还击 决不能 因为 练兵 整编 复员 松懈 自卫 作战 准备 民主 经济 文化 交通 各 方面 建设 工作 虽然 已经 积极 进行 之中 但 认为 还 不够 还须 进一步 展开 推动 这 许多 方面 工作 并求 其 进一步 开展 深入 达到 晋冀鲁豫 边区 进一步 巩固 本报 出版 十分 繁重 任务 晋冀鲁豫 边区 山地 平原 过去 曾经 敌人 长 时期 分割 山地 平原 联系 受到 不少 限制 肃清 敌伪 胜利 进军 已经 把 四个 地区 山地 平原 联成一片 今后 经验 交换 沟通 虽然 增加 许多 便利 然而 由于 几个 地区 七八年 受 敌伪 不断 封锁 分割 各 地区 工作 基础 环境 历史 经验 条件 不同 工作 还 存在 许多 差别 今后 如何 更 广泛 更 充分 更 经常 交换 这个 地区 那个 地区 山地 平原 各 方面 斗争 经验 工作 经验 达到 各 地区 步骤 更加 齐 工作 更加 平衡 发展 力量 更加 集中 亦 斗争 赋予 本报 非常 重要 使命 本报 人民日报 晋冀鲁豫 边区 广大 人民 报纸 大家 热烈 期待 鼓励 之下 极 完备 条件 之中 出版 这是 值得 庆幸 一件 事情 关于 它 发展 壮大 坚强 热烈 希望 全 边区 党政军民 广大读者 同志 们 扶植 帮助 口号 毛主席 昭示 全心全意 人民 服务 这 就是 本报 方针 宗旨
114,第2版,1946-05-20,边府 指示 所属 加强 时事 学习 本报讯 此间 边区 政府 为了 配合 目前 势局 发展 加强 干部 教育 特 各地 发出 指示 指出 目前 国内形势 处在 一个 严重 关头 国民党 反动派 扩大 内战 阴谋 亟应 引起 严重 警惕 应 更加 加强 工作 从 思想 工作 准备 法西斯 反动派 突然 大举进攻 袭击 克服 以为 已经 太平 麻痹思想 注视 时局 发展 加强 时事 学习
115,第1版,1946-05-25,印度尼西亚 拒绝 荷重 开 谈判 延安 二十日 巴 达维亚 印东 共和 政府 拒绝 荷兰 当局 重开 谈判 东印 总理 沙 利尔 荷兰 谈判代表 穆克 返东 印后 发表声明 称 荷兰 当局 未 承认 东印 共和国 之前 根本 谈不到 进行谈判
116,第1版,1946-05-24,对 太平洋 战略 岛屿 英美 继续 发生争执 延安 二十日 最近 英美 对 太平洋 战略 岛屿 处理 日本 未来 问题 继续 发生争执 自 美国 提出 应 获得 西南 太平洋 英 三个 岛屿 主权 曾 引起 英国 各报 反对 继之 英政府 亦 条件 拒绝 美国 此种 要求 据 路透社 称 传闻 英 外相 贝文 巴黎 曾 通知 美 国务卿 贝纳斯称 如果 美国 愿意 英国 新西兰 共同 参加 南太平洋 英政府 可能 愿 此 三岛 给予 美国 作为 基地 但 这 包括 所谓 英国 放弃 该地 主权 而且 英国 同时 仍能 利用 该地 作为 基地 另据 芝加哥 太阳报 记者 马氏 伦敦 英美 日本 未来 问题 从事 秘密 谈判 然两国 意见 殊为 分歧 英 认为 美对 日本 工业 过分 宽大 英 主张 日本 造船工业 必须 完全 禁止 或 禁止 其 可能 建造 远洋船 只 设备 但 美国 则 坚持 既定政策
117,第1版,1946-05-22,冀中 国民党 军 陷 我安次 延安 十九日 河间 国民党 九 十二 军 第二十一 师 一部 五百余 配合 落 垡 地 伪军 十五日 上午 进攻 冀中 解放区 安次 县城 守军 英勇 自卫 因 众寡悬殊 撤出 该城 第二十一 师 另 一部 猛攻 庞各庄 一度 攻入 驻地 八路军 击退 但 该 庄 仍 处于 国民党 军 围攻 安次 位于 平津 铁路 南侧 军调 执行部 所在地 北平 东南 六十五 公里 该城 去年 九月 间 八路军 自 敌伪 手中 收复 曾 同年 十月 十四日 国民党 军及 伪军 一度 侵占 旋于 二十二日 八路军 恢复 迄 于今 庞各庄 则 位于 北平 安次 之间 国民党 军 这次 进犯 显系 好战 分子 企图 占领 平津 保 三角 地区 计划 开端
118,第1版,1946-05-25,英相 发表 对印 计划 仍 无意 予 印度 独立 延安 二十日 伦敦 英首相 艾德永 下院 发表 英 内阁 赴 印 使团 关于 解决 印度 问题 计划 其 要点 如下 成立 印度 联邦 包括 英 属 印度 各 王公 统治 藩邦 联邦 权力 范围 限于 交通 外交 国防 人民 征集 财政 二 联邦 设 行政 立法机关 英属 英印 各 藩邦 代表 组成 议会 发生 种族 间 重大 争执 问题 时 需有 会议员 国回 两党 均 同意 才能 决定 三 属于 联邦 一切 其他 权力 仍 属于 英 属 印度 各省 四 藩邦 除 让 联邦 权力 外 保留 其他 一切 权力 五 各省 可 自由 结成 省联 集团 六 每隔 十年 各省 可以 其 议会 多数 表决 要求 重新考虑 宪法 各 条款 关于 联邦 立宪 议会 组成 该 计划 以势 使 议会 成立 延期 借口 主张 举行 成年人 普选 目前 省议会 作为 选举 机关 各省 人口 比例 推出 联邦 议员 计划 决定 答应 印度 回教徒 成立 自治 国 要求 该 计划 最后 建议 英印 保持 密切联系
119,第2版,1946-05-29,太行 棉苗动 锄 平 潞 妇孩 捉虫 保苗 形成 运动 本报 长治 目前 各 地区 棉苗 开始 动 锄 月 雨水 充足 棉苗 甚旺 但 山地 农民 普遍 缺乏 种棉 经验 下 种 深浅 不均 棉苗 出土 不齐 且 因雨 地皮 胶结 发芽 种籽 不能 出土 烂坏 不少 政府 特 号召 补种 保证 收成 黎城 雨 组织 群众 钊 开 地皮 挽救 棉苗 不少 该县 去年 弥补 棉苗 缺少 时 群众 创造 移植 法 今年 平顺 运用 结果 良好 政府 特 号召 各地 仿行 捕捉 害虫 保卫 棉苗 斗争 亦 潞城 平顺 地 开始 平顺 十五个 村 百分之八十 棉苗均 黑 婆婆 咬破 对 棉田 威胁 甚大 现 各村 正 组织 扑打 约 百 六十多个 村庄 妇女儿童 小学 学生 每天 傍晚 去 打黑 婆 保卫 棉苗 现已 形成 运动 不少 村 设有 打黑 婆 指挥部
120,第2版,1946-05-19,解放区 工合 联办 延 正式 成立 延安 十六日 中国 解放区 工业 合作 协会 联合 办事处 国际 工业 合作 促进 委员会 代表 协助 下 四月 二十六日 延 正式 宣布 成立 选出 伍云甫 黄亚光 范子文 曹菊如 陈希云 薛暮桥 李强 熊天 荆九 人为 委员 互推 伍云甫 主任
121,第2版,1946-05-17,本市 西门 里 群众 斗争 汉奸 侯天 喜 群众 压力 下侯 逆 认错 本市 邯郸市 最近 反奸 诉苦 运动 大型 万人 集会 转为 小型 数百人 集会 斗争 使 运动 深入 给 群众 充分 发言 机会 本月 九日 西门 里 四百多 群众 集会 斗争 邯郸县 警察所 特务 侯天 喜 当侯天 喜 从 人群 拉 出来 时 群众 愤怒 高呼 要同 算总账 仗 势力 霸占 过段 郭氏 房子 寒冬腊月 把 郭氏 骗 赶到 街头 康 怀远 修表铺 修 留声机 五百元 只 给 五十元 买 韩存义 二百元 钱 肉 给钱 洋车夫 任生 涉水 拉 三四个 钟头 只 给 三十元 彭荣 看见 没有 立正 毒打 一顿 病 一场 自小 养育 给 娶妻 盖房 冯香亭家 从赁期 未满 房中 轰出去 强奸 过 贾玉经 闺女 群众 控诉 时 因 忆起 痛苦 过去 放声 痛哭 群众 还 高喊 怒骂 恨入骨髓 侯天 喜 群众 压力 下 不得不 当众 低头 认错
122,第1版,1946-05-17,法国 会 选举 届 法共 号召 保卫 民主 延安 十四日 巴黎 法国共产党 中央委员会 发表 公报 号召 动员 全国 一切 民主 力量 六月 二日 国会 选举 击破 反动派 一切 阴谋计划 保卫 法国 民主 事业 法共 领袖 多列 士在 巴黎 发表演说 时 号召 人民 投票 拥护 法国 民主 团结 统一 奋斗 共产党 侯选人 延安 十四日 巴黎 法 右翼 分子 分裂 社共 合作 阴谋 益趋 积极 近来 反动派 不断 诽谤 称 社会党 受 共产党 利用 社会党 政纲 太 左 须要 修正 以勃鲁姆 为首 法 社会党 右翼 附和 此种 宣传 发表 宣言 声称 社会党 独立 行动 参加 行将 到来 国会 竞选 独立 从事 今后 国内 政治 生活 此 宣言 发表 以后 当即 引起 社会党 左翼 分子 激烈 反对
